"time_open","time_close","open","high","low","close","volume","market_cap"
"2023-01-17T01:00:00.000Z","2023-01-17T01:59:59.999Z",0.8975581638934911,0.901169459013155,0.893998685232688,0.8978703062838671,62083499.52,341654119.83
"2023-01-17T02:00:00.000Z","2023-01-17T02:59:59.999Z",0.8976686953767784,0.9007008312340348,0.8841171315035623,0.8991351273507787,61672163.68,342210788.11
"2023-01-17T03:00:00.000Z","2023-01-17T03:59:59.999Z",0.8992100938944247,0.8992100938944247,0.8912712439240619,0.8923271922700422,61259334.86,339619688.34
"2023-01-17T04:00:00.000Z","2023-01-17T04:59:59.999Z",0.8922008687368267,0.9026188344461705,0.887866466395054,0.9025437851259783,61930039.71,343583957.54
"2023-01-17T05:00:00.000Z","2023-01-17T05:59:59.999Z",0.9027165287778388,0.9078695970337455,0.9027165287778388,0.9050555789902869,61848012.87,344540157.22
"2023-01-17T06:00:00.000Z","2023-01-17T06:59:59.999Z",0.9051703588361409,0.9073566219382693,0.8985743987492861,0.9017821281710131,55350831.32,343369597.03
"2023-01-17T07:00:00.000Z","2023-01-17T07:59:59.999Z",0.9018768929564761,0.9139134639198132,0.9018768929564761,0.9109432575629933,55337112.72,346857860.11
"2023-01-17T08:00:00.000Z","2023-01-17T08:59:59.999Z",0.9109377293922832,0.9308669571407807,0.9074223134022935,0.9306185057961156,53278760.97,354427690.24
"2023-01-17T09:00:00.000Z","2023-01-17T09:59:59.999Z",0.9309214135318463,0.940377084240878,0.9299122275168049,0.940377084240878,54612012.3,358144261.96
"2023-01-17T10:00:00.000Z","2023-01-17T10:59:59.999Z",0.9403660578552998,0.9414996159366915,0.9280996272616614,0.9291599664791358,55506484.98,353950534.89
"2023-01-17T11:00:00.000Z","2023-01-17T11:59:59.999Z",0.9292837469382002,0.9418073322019826,0.9285405565322977,0.9322774105256669,56571413.19,355138081.73
"2023-01-17T12:00:00.000Z","2023-01-17T12:59:59.999Z",0.9324919886531627,0.9440521648339091,0.9277650654806521,0.9410337636557665,58364303.68,358552977.29
"2023-01-17T13:00:00.000Z","2023-01-17T13:59:59.999Z",0.9409557699825127,0.9625437003496016,0.9409557699825127,0.9538862627921504,60056911.93,363450040.51
"2023-01-17T14:00:00.000Z","2023-01-17T14:59:59.999Z",0.9537079701419607,0.9566094297027637,0.9393728523422725,0.9452323733624015,59953929.78,360232041.65
"2023-01-17T15:00:00.000Z","2023-01-17T15:59:59.999Z",0.9454459895835335,0.9493475588137775,0.9294748927919763,0.9299256761697513,58722642.25,354398594.83
"2023-01-17T16:00:00.000Z","2023-01-17T16:59:59.999Z",0.9301184152469132,0.9310371086996297,0.9244669721480321,0.9254085805904659,55774658.53,352751399.69
"2023-01-17T17:00:00.000Z","2023-01-17T17:59:59.999Z",0.9253073400977295,0.9253073400977295,0.9155701054754508,0.9173325201832585,51490236.64,349672930.71
"2023-01-17T18:00:00.000Z","2023-01-17T18:59:59.999Z",0.9175298392003188,0.9304845202320677,0.9140708149331458,0.9292033862033343,50104710.08,354279127.54
"2023-01-17T19:00:00.000Z","2023-01-17T19:59:59.999Z",0.9293658562424237,0.9326154112137203,0.9270460910467074,0.9298455103075327,46724400.08,354523951.41
"2023-01-17T20:00:00.000Z","2023-01-17T20:59:59.999Z",0.9297403870072414,0.9349606255288196,0.9218167421030906,0.9222404596030241,43377309.95,351701952.08
"2023-01-17T21:00:00.000Z","2023-01-17T21:59:59.999Z",0.9228784745437352,0.9293913548971732,0.9221134104700152,0.9289770463475836,40323156.55,354270990
"2023-01-17T22:00:00.000Z","2023-01-17T22:59:59.999Z",0.9288688953314395,0.9426450010696584,0.9284367972265493,0.9400405922338392,38494952.32,358569362.7
"2023-01-17T23:00:00.000Z","2023-01-17T23:59:59.999Z",0.9400123537391607,0.9495229148309369,0.9383829647611753,0.9417378098490332,37879027.36,359216749.89
"2023-01-18T00:00:00.000Z","2023-01-18T00:59:59.999Z",0.9411098807895151,0.9501701203274948,0.9316273891717118,0.949037732845792,36256559.64,362081528.02
"2023-01-18T01:00:00.000Z","2023-01-18T01:59:59.999Z",0.9490214003427002,0.9507810579751416,0.9410458353812854,0.9460962087793456,35813406.58,360959263.34
"2023-01-18T02:00:00.000Z","2023-01-18T02:59:59.999Z",0.9461605533709954,0.9575604968211634,0.9461605533709954,0.9551683207238266,35520807.52,364501212.64
"2023-01-18T03:00:00.000Z","2023-01-18T03:59:59.999Z",0.9552171722638552,0.959866646813635,0.9538335377569293,0.9590596639817196,35503527.69,365986185.82
"2023-01-18T04:00:00.000Z","2023-01-18T04:59:59.999Z",0.9591996470692389,0.9600436174716855,0.9438270848690639,0.9438270848690639,34736413.63,360252437.85
"2023-01-18T05:00:00.000Z","2023-01-18T05:59:59.999Z",0.9434258093664437,0.9510920504960655,0.9381599968404828,0.9393474829454971,35877651.25,358542603.98
"2023-01-18T06:00:00.000Z","2023-01-18T06:59:59.999Z",0.9393716605331764,0.9463063330395024,0.9349140259977831,0.9349779948693493,35497751.51,356946964.24
"2023-01-18T07:00:00.000Z","2023-01-18T07:59:59.999Z",0.9349631531443082,0.9349631531443082,0.929547272704753,0.9295675199083647,35326216.77,354881404.81
"2023-01-18T08:00:00.000Z","2023-01-18T08:59:59.999Z",0.9300501391597453,0.9395579880034566,0.9238240024094334,0.9367987900749684,35556162.06,357727273.14
"2023-01-18T09:00:00.000Z","2023-01-18T09:59:59.999Z",0.9367735977259493,0.9478732647974837,0.9347555517922844,0.940574314974969,34982506.87,359169000.27
"2023-01-18T10:00:00.000Z","2023-01-18T10:59:59.999Z",0.9408854262888023,0.9569427354092246,0.9408854262888023,0.954735871680958,34031766.53,364657016.42
"2023-01-18T11:00:00.000Z","2023-01-18T11:59:59.999Z",0.954075167667823,0.9601336701058163,0.9499312683564926,0.9499312683564926,33183124.04,362821920.07
"2023-01-18T12:00:00.000Z","2023-01-18T12:59:59.999Z",0.9499233598024026,0.9517191574309974,0.9483220155046835,0.9517191574309974,30788982.78,363585156.46
"2023-01-18T13:00:00.000Z","2023-01-18T13:59:59.999Z",0.9518328079743273,0.9661655747954375,0.9497664171171669,0.9661655747954375,28433834.99,369104119.57
"2023-01-18T14:00:00.000Z","2023-01-18T14:59:59.999Z",0.9661386066277433,0.9810414102804024,0.9454531722921078,0.9601815129632206,30631272.75,366899126.07
