time(KST),price(USD),market_cap(USD),total_volume(USD),dominance(%),rate_of_change_in_price(%)
2019-03-16T00:00:00+09:00,6.233417073,1472326624,5635309.572,0.125431188,-2.855502176
2019-03-17T00:00:00+09:00,5.464144129,1290271156,3032152.398,0.109921427,-12.34111139
2019-03-18T00:00:00+09:00,3.872634124,914757270,2208926.541,0.07793046,-29.12642798
2019-03-19T00:00:00+09:00,4.306728601,1017317602,2435551.413,0.086667831,11.20928191
2019-03-20T00:00:00+09:00,4.285857984,1012176445,3499648.517,0.086229843,-0.484604869
2019-03-21T00:00:00+09:00,4.223250249,997527313,3928709.515,0.084981847,-1.460798167
2019-03-22T00:00:00+09:00,3.567426264,842664088,3753075.126,0.071788661,-15.52889236
2019-03-23T00:00:00+09:00,3.442091471,813018422.6,4100044.828,0.069263073,-3.513311391
2019-03-24T00:00:00+09:00,3.340026273,794504714.8,3601266.22,0.067685844,-2.965208748
2019-03-25T00:00:00+09:00,3.119899307,736923160,2518819.044,0.062780327,-6.590575894
2019-03-26T00:00:00+09:00,3.640200463,859970351.5,4686154.967,0.073263025,16.67685733
2019-03-27T00:00:00+09:00,3.639734504,859728697.6,6735062.704,0.073242438,-0.012800374
2019-03-28T00:00:00+09:00,3.655400563,866975802.8,7250493.637,0.073859837,0.430417621
2019-03-29T00:00:00+09:00,3.422499943,808383237.5,6061670.146,0.06886819,-6.371411718
2019-03-30T00:00:00+09:00,3.443497092,813316151.3,4312592.349,0.069288437,0.613503269
2019-03-31T00:00:00+09:00,3.401414525,803410570.3,3616979.151,0.068444556,-1.222088063
2019-04-01T00:00:00+09:00,3.574441451,846799100.1,4247323.606,0.071991672,5.086910899
2019-04-02T00:00:00+09:00,3.527284143,838417735.2,3919114.472,0.07127912,-1.31929166
2019-04-03T00:00:00+09:00,3.724247055,880049098.7,5604353.98,0.074818462,5.583982005
2019-04-04T00:00:00+09:00,3.663364267,872476480.4,5193406.069,0.074174667,-1.634767702
2019-04-05T00:00:00+09:00,3.725940798,880467013.8,5535656.915,0.074853992,1.708171145
2019-04-06T00:00:00+09:00,3.537351394,833427685.7,4297699.109,0.070854885,-5.061524448
2019-04-07T00:00:00+09:00,4.563790002,1078639795,5266494.961,0.091701896,29.01715135
2019-04-08T00:00:00+09:00,4.689565134,1105109184,4503594.22,0.093952223,2.755936017
2019-04-09T00:00:00+09:00,3.228305427,761786557,1643079.155,0.064764226,-31.1598126
2019-04-10T00:00:00+09:00,5.37181977,1279388391,1460936.18,0.108768786,66.39750768
2019-04-11T00:00:00+09:00,3.765090518,889920237,4847500.923,0.075657669,-29.91033432
2019-04-12T00:00:00+09:00,3.559131313,841100220.7,5596573.869,0.071507175,-5.470232506
2019-04-13T00:00:00+09:00,4.372678317,1032891345,509322375.7,0.087812535,22.85802161
2019-04-14T00:00:00+09:00,4.28500091,1011839745,4438586.412,0.086022807,-2.005119078
2019-04-15T00:00:00+09:00,4.44213242,1044309576,4542591.728,0.08878327,3.667012292
2019-04-16T00:00:00+09:00,4.270722843,1010619546,4432822.308,0.08591907,-3.858722803
2019-04-17T00:00:00+09:00,4.401791538,1049353169,6704484.131,0.089212057,3.069004937
2019-04-18T00:00:00+09:00,4.335618154,1024196085,5004567.918,0.087073296,-1.503328441
2019-04-19T00:00:00+09:00,4.35691448,1028783185,3948980.021,0.087463274,0.491194678
2019-04-20T00:00:00+09:00,4.87875491,1152069147,6148391.599,0.097944583,11.97729339
2019-04-21T00:00:00+09:00,5.41086829,1277917337,4303794.684,0.108643722,10.90674546
2019-04-22T00:00:00+09:00,5.220161981,1232996826,4503286.925,0.10482475,-3.524504728
2019-04-23T00:00:00+09:00,4.314962753,1025570863,14843442.72,0.087190175,-17.3404433
2019-04-24T00:00:00+09:00,4.085294113,966067577.8,54375744.68,0.082020603,-5.322610023
2019-04-25T00:00:00+09:00,3.639769058,865542064.6,52916327.6,0.073485835,-10.9055809
2019-04-26T00:00:00+09:00,3.307968388,782672080.7,38047434.86,0.066450047,-9.115981407
2019-04-27T00:00:00+09:00,3.691593858,869768661.4,34144870.95,0.073844679,11.59701138
2019-04-28T00:00:00+09:00,3.439895838,816043309.3,25610960.32,0.069283315,-6.818139518
2019-04-29T00:00:00+09:00,4.412367714,1043926396,87601496.75,0.088630935,28.27038727
2019-04-30T00:00:00+09:00,3.713481609,883823251.1,78367793.19,0.075037935,-15.83925343
2019-05-01T00:00:00+09:00,3.908238721,929465480.4,53721369.02,0.07891303,5.244596124
2019-05-02T00:00:00+09:00,4.370483942,1039307332,88733627.81,0.08823877,11.82745614
2019-05-03T00:00:00+09:00,4.536798428,1078541198,70089563.54,0.091569784,3.805402052
2019-05-04T00:00:00+09:00,5.272389116,1254577787,163023271.8,0.106515558,16.21387197
2019-05-05T00:00:00+09:00,5.234490393,1246906897,151490331.9,0.105864288,-0.718814992
2019-05-06T00:00:00+09:00,4.845210798,1154754125,68279310.75,0.098040377,-7.436819355
2019-05-07T00:00:00+09:00,4.728409522,1126505391,57941291.87,0.095642017,-2.410654167
2019-05-08T00:00:00+09:00,4.620899043,1106666542,60313729.91,0.093957669,-2.27371337
2019-05-09T00:00:00+09:00,4.353026396,1036759449,59602581.36,0.08802245,-5.796981159
2019-05-10T00:00:00+09:00,3.889553822,929140013.5,70713721.85,0.078885397,-10.64713447
2019-05-11T00:00:00+09:00,3.833099522,915120388.4,55655191.34,0.07769511,-1.451433837
2019-05-12T00:00:00+09:00,4.09678933,970754458.6,72407374.2,0.082418527,6.87928416
2019-05-13T00:00:00+09:00,3.798988221,903560248,48771540.71,0.076713636,-7.269134072
2019-05-14T00:00:00+09:00,3.928745372,937133064.4,64196053.66,0.079564019,3.415571306
2019-05-15T00:00:00+09:00,4.000614718,955000296.9,65087219.06,0.081080974,1.829320531
2019-05-16T00:00:00+09:00,4.545746846,1081578749,68932195.39,0.091827677,13.62620911
2019-05-17T00:00:00+09:00,4.276578291,1020530336,75207448.58,0.086644574,-5.921327418
2019-05-18T00:00:00+09:00,4.415701097,1049499627,103523916.5,0.088999708,3.253133599
2019-05-19T00:00:00+09:00,4.756773016,1139734601,67816828.87,0.096651817,7.724071717
2019-05-20T00:00:00+09:00,4.880739269,1167632366,74701560.61,0.099017605,2.606099827
2019-05-21T00:00:00+09:00,4.737129426,1134307983,63305901.51,0.096191629,-2.942378917
2019-05-22T00:00:00+09:00,4.745577769,1133649652,56337149.74,0.096135801,0.178343084
2019-05-23T00:00:00+09:00,4.337075775,1037003747,47340333.14,0.087940032,-8.608056037
2019-05-24T00:00:00+09:00,4.328112239,1032650730,86576348.76,0.087570887,-0.206672337
2019-05-25T00:00:00+09:00,4.488255092,1073540860,143101651.6,0.091038453,3.700062387
2019-05-26T00:00:00+09:00,4.393736876,1049743561,37074600.21,0.089020394,-2.105901176
2019-05-27T00:00:00+09:00,4.502143277,1079110733,43569587.31,0.09151079,2.46729388
2019-05-28T00:00:00+09:00,4.689481314,1121472325,146379471.1,0.095103139,4.161085632
2019-05-29T00:00:00+09:00,4.780288251,1142089689,125457018.8,0.096851534,1.936396192
2019-05-30T00:00:00+09:00,4.698917228,1124961749,94482360.25,0.095399049,-1.702220005
2019-05-31T00:00:00+09:00,5.903827984,1415685355,322782803.1,0.120053004,25.64230644
2019-06-01T00:00:00+09:00,5.836199383,1397957412,160627942.8,0.118549638,-1.145504256
2019-06-02T00:00:00+09:00,5.787452319,1385123172,141421308.1,0.117461268,-0.835253574
2019-06-03T00:00:00+09:00,6.378361251,1523433913,104202917,0.129190301,10.21017366
2019-06-04T00:00:00+09:00,6.581428555,1589767942,186355933.8,0.134815562,3.183690852
2019-06-05T00:00:00+09:00,5.870066994,1404927621,149162467.1,0.119140726,-10.80861936
2019-06-06T00:00:00+09:00,6.16346537,1474290669,125440042.4,0.125022854,4.99821171
2019-06-07T00:00:00+09:00,6.047870648,1449316130,148575842.8,0.122904962,-1.875482609
2019-06-08T00:00:00+09:00,6.321290841,1513861328,108332196.9,0.128411152,4.520933209
2019-06-09T00:00:00+09:00,6.129971139,1472558339,103847857.5,0.124907684,-3.026592303
2019-06-10T00:00:00+09:00,5.840215791,1399750242,131308666.7,0.11873184,-4.726863168
2019-06-11T00:00:00+09:00,6.105444979,1463121069,183942970.2,0.124107181,4.541427871
2019-06-12T00:00:00+09:00,5.956288252,1428789567,124629380.8,0.12119506,-2.443011556
2019-06-13T00:00:00+09:00,6.125400555,1463122292,226345147.7,0.124107285,2.839222947
2019-06-14T00:00:00+09:00,6.257843576,1499871246,111789996.2,0.127224463,2.162193636
2019-06-15T00:00:00+09:00,6.251328021,1502265453,88919015.44,0.127427548,-0.104118214
2019-06-16T00:00:00+09:00,6.176669319,1483770339,75351632.58,0.125858726,-1.194285476
2019-06-17T00:00:00+09:00,6.743271962,1615874146,100855214.6,0.137064245,9.173271461
2019-06-18T00:00:00+09:00,7.017552561,1682915463,121944910.9,0.14275093,4.067470514
2019-06-19T00:00:00+09:00,6.593924035,1579384427,114601668.5,0.133969056,-6.036699018
2019-06-20T00:00:00+09:00,6.647730134,1596272169,78176352.37,0.135401535,0.81599514
2019-06-21T00:00:00+09:00,6.507179111,1563623991,95407451.16,0.1326322,-2.114270891
2019-06-22T00:00:00+09:00,6.56114541,1572931420,110164210.5,0.133421689,0.829334763
2019-06-23T00:00:00+09:00,6.733356597,1619020646,238200607.9,0.137331143,2.624712249
2019-06-24T00:00:00+09:00,6.82750644,1645496603,155466716.7,0.139576928,1.398260168
2019-06-25T00:00:00+09:00,6.659033788,1599147268,125446956.7,0.135645411,-2.467557574
2019-06-26T00:00:00+09:00,6.601180486,1583321628,158200284,0.134303024,-0.868794234
2019-06-27T00:00:00+09:00,6.386450171,1538785204,158170172.5,0.130525284,-3.25290781
2019-06-28T00:00:00+09:00,5.471360817,1316619427,183054234.2,0.111680386,-14.32860712
2019-06-29T00:00:00+09:00,5.907779976,1421301891,133585393.1,0.120559928,7.976428056
2019-06-30T00:00:00+09:00,6.095371645,1463339180,127736819.6,0.124125682,3.175332702
2019-07-01T00:00:00+09:00,5.461464697,1313807485,117030510.8,0.111441867,-10.399808
2019-07-02T00:00:00+09:00,5.479767323,1319056018,112708566.1,0.111893228,0.335123029
2019-07-03T00:00:00+09:00,5.343843287,1287511345,148866133.2,0.109217349,-2.48047094
2019-07-04T00:00:00+09:00,5.629593273,1357530809,125582276.2,0.115156978,5.347274816
2019-07-05T00:00:00+09:00,5.510554578,1329364754,98826702.4,0.112767701,-2.114516799
2019-07-06T00:00:00+09:00,5.378547824,1295065911,95278930.74,0.109858189,-2.395525759
2019-07-07T00:00:00+09:00,5.320921281,1283973358,81223043.8,0.108917227,-1.07141452
2019-07-08T00:00:00+09:00,5.403978903,1302993000,73177215.5,0.110530631,1.560963181
2019-07-09T00:00:00+09:00,5.191679796,1250939199,92280322.52,0.106114997,-3.928570249
2019-07-10T00:00:00+09:00,4.99702832,1205183594,141351468.4,0.102233629,-3.749296628
2019-07-11T00:00:00+09:00,4.47668204,1081693068,168970108.2,0.091758142,-10.41311449
2019-07-12T00:00:00+09:00,4.361156976,1052549616,245389649,0.089285954,-2.580595704
2019-07-13T00:00:00+09:00,4.530441027,1088839425,86012393.37,0.092364355,3.881631679
2019-07-14T00:00:00+09:00,4.284413213,1032772197,279338689.8,0.08760827,-5.430548869
2019-07-15T00:00:00+09:00,3.821611521,923137102,275793041,0.078308115,-10.80198543
2019-07-16T00:00:00+09:00,4.194461296,1013114359,292128148.7,0.08594073,9.756349434
2019-07-17T00:00:00+09:00,3.683692667,889561543.4,192691759.3,0.075459959,-12.1772164
2019-07-18T00:00:00+09:00,3.823774154,922914990.3,225868768.5,0.078289274,3.802746329
2019-07-19T00:00:00+09:00,4.113056147,1001174377,248700436.1,0.084927882,7.565352472
2019-07-20T00:00:00+09:00,3.927914308,948194450.2,194593877.3,0.080433687,-4.501320488
2019-07-21T00:00:00+09:00,4.077059573,981912115.9,210197306.6,0.083293897,3.797060062
2019-07-22T00:00:00+09:00,4.214033003,1019032416,214610060.6,0.086581992,3.359613147
2019-07-23T00:00:00+09:00,3.999193364,967532113.8,158122571.8,0.082206274,-5.098195443
2019-07-24T00:00:00+09:00,3.728636197,899641540,135121430.1,0.076437957,-6.765293472
2019-07-25T00:00:00+09:00,3.900845404,945373012.9,177197388.4,0.080323528,4.618557518
2019-07-26T00:00:00+09:00,3.822514676,926342281.3,147060170.9,0.078706583,-2.008044913
2019-07-27T00:00:00+09:00,3.893059532,941956376.9,141302833.1,0.080033233,1.845509093
2019-07-28T00:00:00+09:00,3.62922781,878597750.3,136670584.5,0.074649974,-6.776976318
2019-07-29T00:00:00+09:00,3.618093913,882016417.1,129884746.6,0.074940441,-0.306784188
2019-07-30T00:00:00+09:00,3.605749776,873574679.6,141326967.9,0.074223189,-0.341177908
2019-07-31T00:00:00+09:00,3.585975927,868240629.7,130945619.5,0.073769982,-0.548397702
2019-08-01T00:00:00+09:00,3.648046106,882569016,134015678.9,0.074987392,1.730914547
2019-08-02T00:00:00+09:00,3.5322032,855823661.6,85138122.88,0.072714976,-3.175478122
2019-08-03T00:00:00+09:00,3.655710929,885871253.4,124650963.1,0.075267966,3.496620154
2019-08-04T00:00:00+09:00,3.687398131,893279094,112481556.7,0.075897373,0.866786334
2019-08-05T00:00:00+09:00,3.599365385,872506960.1,99692692.47,0.07413247,-2.387394662
2019-08-06T00:00:00+09:00,3.766894026,914038672.1,124641554.4,0.077661208,4.654393831
2019-08-07T00:00:00+09:00,3.566226609,863738271.8,137088565,0.07338744,-5.327131996
2019-08-08T00:00:00+09:00,3.495747876,846239182.9,133644905,0.071900631,-1.976283074
2019-08-09T00:00:00+09:00,3.270976398,795149176.3,130352516.9,0.067559774,-6.42985382
2019-08-10T00:00:00+09:00,3.136463981,760576439.3,129114834.5,0.064622304,-4.112301643
2019-08-11T00:00:00+09:00,3.339630527,809745891.5,145801498.8,0.068799982,6.477566663
2019-08-12T00:00:00+09:00,3.52482733,855149030.7,130365927.8,0.072657656,5.545427915
2019-08-13T00:00:00+09:00,3.345239912,817807319,141423759.2,0.069484921,-5.094928095
2019-08-14T00:00:00+09:00,3.250683398,789459442.4,133253150.1,0.067076346,-2.82659889
2019-08-15T00:00:00+09:00,2.857891728,691628609.4,101657217,0.058764159,-12.08335668
2019-08-16T00:00:00+09:00,2.897560133,703891203.8,129140940.1,0.059690438,1.388030359
2019-08-17T00:00:00+09:00,2.938296764,712011694.2,138140845.3,0.060379061,1.405894244
2019-08-18T00:00:00+09:00,2.90182268,705280518.1,108422026.3,0.059808253,-1.241334266
2019-08-19T00:00:00+09:00,2.96671292,721486401,113030352.4,0.061182523,2.236189011
2019-08-20T00:00:00+09:00,2.91004922,707559903.6,124830642,0.060001546,-1.909982586
2019-08-21T00:00:00+09:00,2.878298763,699978990.7,128273726.7,0.05935868,-1.091062528
2019-08-22T00:00:00+09:00,2.65955555,646594374.5,104494543.5,0.054831629,-7.599739679
2019-08-23T00:00:00+09:00,2.716844574,661065428.8,107075152.5,0.056058784,2.154082646
2019-08-24T00:00:00+09:00,2.695709944,655562384.3,132541441.6,0.055592122,-0.777910896
2019-08-25T00:00:00+09:00,2.688582584,654904823.1,107686071.5,0.055536361,-0.264396417
2019-08-26T00:00:00+09:00,2.618654746,637596301,103626815.4,0.054068587,-2.600918357
2019-08-27T00:00:00+09:00,2.615416851,636638606.4,102794179.7,0.053987374,-0.123647255
2019-08-28T00:00:00+09:00,2.576802443,625470698.3,97355112.06,0.053040328,-1.476415062
2019-08-29T00:00:00+09:00,2.330445277,573123729.1,127670319.6,0.04860127,-9.560576369
2019-08-30T00:00:00+09:00,2.173699758,530134712.1,141848057.9,0.044955773,-6.725990115
2019-08-31T00:00:00+09:00,2.164039241,525863304.2,98558743.81,0.044593555,-0.444427399
2019-09-01T00:00:00+09:00,2.02930196,494046889.8,105200395.9,0.041895502,-6.226194
2019-09-02T00:00:00+09:00,2.127254249,518432273.3,113179246,0.043963399,4.826895722
2019-09-03T00:00:00+09:00,2.125323323,521367510.8,118413345.4,0.044212309,-0.090770846
2019-09-04T00:00:00+09:00,2.16122574,527268483.5,128662453.4,0.044712715,1.689268499
2019-09-05T00:00:00+09:00,2.033042035,495784402.5,102755416.9,0.042086089,-5.931065086
2019-09-06T00:00:00+09:00,1.945929731,474700085.6,111846580.2,0.040296286,-4.284825501
2019-09-07T00:00:00+09:00,2.037324643,497126522.2,134240460.2,0.042200018,4.696722089
2019-09-08T00:00:00+09:00,2.178562445,531653080.6,147399230.3,0.045130905,6.932513343
2019-09-09T00:00:00+09:00,2.727537058,665671679.8,211417776.6,0.05650746,25.19893856
2019-09-10T00:00:00+09:00,2.736903351,668836501.7,236508040.4,0.056776115,0.343397497
2019-09-11T00:00:00+09:00,2.581550938,628591978.4,183720938,0.053359843,-5.676211171
2019-09-12T00:00:00+09:00,2.565976954,626615191.6,147613511.4,0.053192038,-0.60328011
2019-09-13T00:00:00+09:00,3.112462392,760670832.9,203175267.7,0.064571737,21.29736343
2019-09-14T00:00:00+09:00,3.166936091,774275195.6,193574995.1,0.065726583,1.750180146
2019-09-15T00:00:00+09:00,3.107328886,758949999.1,171274112.7,0.064425659,-1.882172641
2019-09-16T00:00:00+09:00,3.434680336,839417263.7,188585335.7,0.071256355,10.53481822
2019-09-17T00:00:00+09:00,3.309105603,807393066.5,177181361.7,0.068537889,-3.656082079
2019-09-18T00:00:00+09:00,3.310250807,809157714.6,173596340.9,0.068687686,0.034607643
2019-09-19T00:00:00+09:00,3.291028135,805071126.5,164687477.2,0.068340784,-0.58070136
2019-09-20T00:00:00+09:00,3.121347312,762632161,182555770.6,0.06473823,-5.155860621
2019-09-21T00:00:00+09:00,3.180974878,775361654.2,145294458.4,0.06581881,1.910315018
2019-09-22T00:00:00+09:00,3.064289481,749297213.7,143387597.9,0.063606255,-3.668227572
2019-09-23T00:00:00+09:00,2.902197509,708663588.4,141777176.1,0.060156952,-5.289708196
2019-09-24T00:00:00+09:00,2.579449402,633680168.1,122621429.1,0.053791769,-11.12081815
2019-09-25T00:00:00+09:00,2.250350013,550956687.1,188475944.1,0.046769547,-12.75851305
2019-09-26T00:00:00+09:00,2.301567713,563766590.9,181904538.8,0.047856953,2.275988153
2019-09-27T00:00:00+09:00,2.232889716,547026812.6,131432346.1,0.046435949,-2.983965944
2019-09-28T00:00:00+09:00,2.259638012,552933307.1,115159691.5,0.046937338,1.197922843
2019-09-29T00:00:00+09:00,2.273282855,553666361.1,94708198.63,0.046999566,0.603850817
2019-09-30T00:00:00+09:00,2.202639204,539794962.9,90615643.28,0.045779196,-3.107560964
2019-10-01T00:00:00+09:00,2.633864265,643637648.8,128146723.7,0.054585937,19.57765304
2019-10-02T00:00:00+09:00,2.60449368,639191723.4,112411941.6,0.054208885,-1.115113835
2019-10-03T00:00:00+09:00,2.604857357,639179601.9,112655378.1,0.054207857,0.013963415
2019-10-04T00:00:00+09:00,2.588521924,635752857.6,96720396.33,0.05391724,-0.627114278
2019-10-05T00:00:00+09:00,2.567854838,631552897.2,95512597.09,0.053561047,-0.798412645
2019-10-06T00:00:00+09:00,2.76680975,677867079.7,109663326.8,0.057488883,7.747903391
2019-10-07T00:00:00+09:00,2.637858975,647320231.9,106873823.8,0.054898251,-4.660630359
2019-10-08T00:00:00+09:00,2.894818319,709792491.2,128644928.1,0.060196429,9.741208568
2019-10-09T00:00:00+09:00,2.886912309,708490050.1,152883226.3,0.060085971,-0.27310903
2019-10-10T00:00:00+09:00,2.901044379,712336966.9,140284376.4,0.060412222,0.489521976
2019-10-11T00:00:00+09:00,2.899356825,711853428.4,181831725.6,0.060371214,-0.058170583
2019-10-12T00:00:00+09:00,2.814699013,689887939.1,155123347.7,0.058508354,-2.919882487
2019-10-13T00:00:00+09:00,2.833063837,696010248.9,141622002.7,0.059027578,0.652461392
2019-10-14T00:00:00+09:00,2.866815836,704502276.1,149549016.1,0.059747774,1.191360329
2019-10-15T00:00:00+09:00,3.099973016,762921136.7,175037171.7,0.06470219,8.132966823
2019-10-16T00:00:00+09:00,2.937301559,722041626.1,165962029.3,0.06123526,-5.247512029
2019-10-17T00:00:00+09:00,2.844154668,696919265.5,150064654.5,0.05910467,-3.171172225
2019-10-18T00:00:00+09:00,2.907101469,715348142.8,135907528.5,0.060667596,2.213198921
2019-10-19T00:00:00+09:00,2.745258996,674258267.1,140761942.2,0.057182825,-5.567142183
2019-10-20T00:00:00+09:00,2.748294557,675827719.7,125298006.7,0.057374448,0.110574641
2019-10-21T00:00:00+09:00,2.901347576,712973871.1,127117880.3,0.060527973,5.569018009
2019-10-22T00:00:00+09:00,2.979315704,733036223.3,140866801.2,0.062231168,2.687307408
2019-10-23T00:00:00+09:00,2.867469668,706040956.7,139375639.7,0.059939403,-3.754084715
2019-10-24T00:00:00+09:00,2.678535841,659186675.5,153686243.2,0.055961705,-6.588869264
2019-10-25T00:00:00+09:00,2.828273706,695611585.8,125051602.1,0.059054001,5.590287904
2019-10-26T00:00:00+09:00,3.030442191,743931148.4,174019378.3,0.063156094,7.14812305
2019-10-27T00:00:00+09:00,3.075006216,757300741.4,247477486.9,0.064291106,1.470545295
2019-10-28T00:00:00+09:00,3.18192051,783949984.7,201254537.4,0.066553496,3.4768806
2019-10-29T00:00:00+09:00,3.107040028,764335501.4,184867084.6,0.064888323,-2.353310907
2019-10-30T00:00:00+09:00,3.154638006,776144785,173747691.3,0.065890873,1.531939657
2019-10-31T00:00:00+09:00,3.014715567,743211234.4,163271273.4,0.063094977,-4.435451514
2019-11-01T00:00:00+09:00,3.266392752,806252734.6,97218297.33,0.06844689,8.348289574
2019-11-02T00:00:00+09:00,3.279765491,808823865.4,150834460.4,0.068665166,0.409403894
2019-11-03T00:00:00+09:00,3.420368095,843448604.4,153893512,0.071604636,4.286971241
2019-11-04T00:00:00+09:00,3.385932092,835453141.7,141964720.8,0.070925861,-1.006792296
2019-11-05T00:00:00+09:00,3.611166382,891071933,175748649.1,0.075647622,6.652061635
2019-11-06T00:00:00+09:00,3.765178053,929173231.2,187012992,0.078882235,4.264873297
2019-11-07T00:00:00+09:00,3.829038881,947773010.4,93002615.04,0.080461265,1.696090525
2019-11-08T00:00:00+09:00,3.869321863,954970013,145583087.7,0.081072255,1.052038995
2019-11-09T00:00:00+09:00,3.805402287,940930453.9,165517040.9,0.079880365,-1.651958115
2019-11-10T00:00:00+09:00,3.966159455,979617316,144044408.2,0.08316469,4.224446112
2019-11-11T00:00:00+09:00,4.201664584,1037937840,180945718.9,0.088115815,5.937863346
2019-11-12T00:00:00+09:00,4.348414361,1074621563,194714713,0.091230083,3.492658067
2019-11-13T00:00:00+09:00,4.222539982,1041962748,194439677.7,0.08845751,-2.894719049
2019-11-14T00:00:00+09:00,3.986735323,981656840.7,141435569.8,0.083306335,-5.584426918
2019-11-15T00:00:00+09:00,3.98208942,981476109.2,152566886.6,0.083290998,-0.116534009
2019-11-16T00:00:00+09:00,3.916712259,971690106.6,153896510.9,0.082460528,-1.641780353
2019-11-17T00:00:00+09:00,3.965420519,980216153.2,127138360.5,0.083184074,1.243600692
2019-11-18T00:00:00+09:00,3.897090468,962341978.5,123719808.1,0.081667218,-1.723147669
2019-11-19T00:00:00+09:00,3.583296313,880580150.2,147973761,0.074728665,-8.052011058
2019-11-20T00:00:00+09:00,3.487163866,860362236.7,140812999.5,0.073012912,-2.682793659
2019-11-21T00:00:00+09:00,3.330879728,822805456.2,135947932.4,0.069825731,-4.481697578
2019-11-22T00:00:00+09:00,3.195031987,790223768,150663522.8,0.067060752,-4.078434299
2019-11-23T00:00:00+09:00,2.942953794,726530444.8,165219727.4,0.061655546,-7.889692291
2019-11-24T00:00:00+09:00,3.215171351,792667944.8,239337672.5,0.067268172,9.249807368
2019-11-25T00:00:00+09:00,3.087449045,783665446,240993230.7,0.066504193,-3.972488325
2019-11-26T00:00:00+09:00,3.40489661,845217698,190637490.3,0.071727701,10.28187221
2019-11-27T00:00:00+09:00,3.477304734,863984511.7,165525026.4,0.073320309,2.126588046
2019-11-28T00:00:00+09:00,3.558745478,884120394.2,179719579.4,0.0750291,2.34206518
2019-11-29T00:00:00+09:00,3.672406891,909632628,147491678,0.077194145,3.193861824
2019-11-30T00:00:00+09:00,3.999583843,992460025.6,163284118.4,0.084223126,8.909060518
2019-12-01T00:00:00+09:00,3.923251444,969653120.5,150562296.9,0.082287663,-1.90850853
2019-12-02T00:00:00+09:00,3.842392117,954831664.3,135257387.5,0.08102987,-2.061028416
2019-12-03T00:00:00+09:00,3.666912611,912940742.9,96034890.03,0.077474881,-4.566933855
2019-12-04T00:00:00+09:00,3.635044976,900826939.5,110654984.9,0.076323875,-0.869059034
2019-12-05T00:00:00+09:00,3.581541915,889206116.2,189706538.6,0.075339284,-1.4718679
2019-12-06T00:00:00+09:00,3.49950751,868070776.7,181084257.5,0.073548562,-2.290477332
2019-12-07T00:00:00+09:00,3.667086747,906948092,176367834.1,0.076842499,4.788652016
2019-12-08T00:00:00+09:00,3.772662983,936556786,198435409.1,0.079351139,2.879022054
2019-12-09T00:00:00+09:00,3.915462401,974885684.7,180149376.9,0.08259861,3.785109312
2019-12-10T00:00:00+09:00,3.673332019,914473075.2,212888396.7,0.077480064,-6.183953698
2019-12-11T00:00:00+09:00,3.572739871,890589025.6,205658549.3,0.075456453,-2.738444211
2019-12-12T00:00:00+09:00,3.825635234,734764702.5,194223484.7,0.06225401,7.07847122
2019-12-13T00:00:00+09:00,4.110970332,788614386.8,232975585.7,0.066816503,7.458502454
2019-12-14T00:00:00+09:00,3.976566196,762065908.3,204246859.8,0.064567145,-3.269401761
2019-12-15T00:00:00+09:00,4.212020707,811909491.2,192319229.5,0.068790215,5.921050962
2019-12-16T00:00:00+09:00,4.508034645,865664716.1,179090618.3,0.073344705,7.027836739
2019-12-17T00:00:00+09:00,4.053614439,776830960.4,184456537.1,0.065818135,-10.0802288
2019-12-18T00:00:00+09:00,3.618582128,690526151.4,187262552.7,0.058505834,-10.73196075
2019-12-19T00:00:00+09:00,4.30329817,822136067.7,244483096.2,0.069656676,18.92221921
2019-12-20T00:00:00+09:00,4.253615412,808026222.7,146146652.2,0.068461199,-1.154527452
2019-12-21T00:00:00+09:00,4.292995898,820654247.3,141648087.9,0.069531127,0.925812103
2019-12-22T00:00:00+09:00,4.061631602,777198676.4,107120528.6,0.06584929,-5.389343522
2019-12-23T00:00:00+09:00,4.267435134,814056831.5,109237063.2,0.068972151,5.067016217
2019-12-24T00:00:00+09:00,4.293998364,823905160.8,133262417.7,0.069806565,0.622463611
2019-12-25T00:00:00+09:00,4.388650448,839287699.6,125682180.4,0.071109873,2.204287827
2019-12-26T00:00:00+09:00,4.253194653,821230549.3,101515681.9,0.069579955,-3.086502252
2019-12-27T00:00:00+09:00,4.552562278,865928771.7,103084075.6,0.073367077,7.038653283
2019-12-28T00:00:00+09:00,4.495390823,858752381.8,127076488.1,0.072759047,-1.255808298
2019-12-29T00:00:00+09:00,4.402723449,843042370.8,116572148.3,0.071492333,-2.061386369
2019-12-30T00:00:00+09:00,4.245553677,810957193.9,125061558.6,0.068771421,-3.569830681
2019-12-31T00:00:00+09:00,4.154936461,792213723,122908024,0.067181922,-2.134402777
2020-01-01T00:00:00+09:00,4.21957884,802500076.3,104595900.1,0.068054234,1.555797037
2020-01-02T00:00:00+09:00,4.381528163,836980587.5,111061787.6,0.070978277,3.83804474
2020-01-03T00:00:00+09:00,4.098819059,779186180.5,112922525.4,0.066077151,-6.452294571
2020-01-04T00:00:00+09:00,4.227682416,805601900.1,140500351.2,0.068317277,3.14391424
2020-01-05T00:00:00+09:00,4.253197326,809483882.2,92285809.35,0.06864648,0.603520034
2020-01-06T00:00:00+09:00,4.199192098,795025155.3,116379175.2,0.06742034,-1.269755984
