"time_open","time_close","open","high","low","close","volume","market_cap"
"2023-03-14T01:00:00.000Z","2023-03-14T01:59:59.999Z",1.4086361628051738,1.4135270806294251,1.40427299390204,1.411505818661679,76784450.5,461642245.95
"2023-03-14T02:00:00.000Z","2023-03-14T02:59:59.999Z",1.411623306545555,1.416272855287119,1.4070591544149096,1.4073403755676748,76364168.68,460279910.43
"2023-03-14T03:00:00.000Z","2023-03-14T03:59:59.999Z",1.4072033927416074,1.4104273794356537,1.4047696780242205,1.4102803399601163,76676949.63,461241445.09
"2023-03-14T04:00:00.000Z","2023-03-14T04:59:59.999Z",1.4103691484135017,1.4126507589651451,1.4085128070817254,1.4126216708317123,75737329.2,462007192.72
"2023-03-14T05:00:00.000Z","2023-03-14T05:59:59.999Z",1.4125623117151722,1.42582767995038,1.4037792171820642,1.4048006267996151,76902972.02,459449268.92
"2023-03-14T06:00:00.000Z","2023-03-14T06:59:59.999Z",1.4052841669486513,1.4150885393071906,1.4052841669486513,1.4058975475886646,77007281.23,459808024.07
"2023-03-14T07:00:00.000Z","2023-03-14T07:59:59.999Z",1.4059007243272714,1.4126187520786628,1.3955795610461754,1.3996032187076382,76362604.25,457749422.48
"2023-03-14T08:00:00.000Z","2023-03-14T08:59:59.999Z",1.3997262891235687,1.3997262891235687,1.3854794722323553,1.39605620142113,76306854.92,456589347.18
"2023-03-14T09:00:00.000Z","2023-03-14T09:59:59.999Z",1.3959948153613508,1.3959948153613508,1.3851599787965003,1.3929547384754866,73963321.17,455574993.36
"2023-03-14T10:00:00.000Z","2023-03-14T10:59:59.999Z",1.3929732847391605,1.4057769701223612,1.3915210095141708,1.4057769701223612,72598503.73,459768588.42
"2023-03-14T11:00:00.000Z","2023-03-14T11:59:59.999Z",1.4055345339702556,1.409986969163347,1.400576256184928,1.4081645399423905,73872706.21,460549458.8
"2023-03-14T12:00:00.000Z","2023-03-14T12:59:59.999Z",1.407952905193952,1.4802225570743268,1.4020269059861343,1.4802225570743268,85632583.65,484116506.44
"2023-03-14T13:00:00.000Z","2023-03-14T13:59:59.999Z",1.4806190686790834,1.4987027128786226,1.4647775143103468,1.4833343276669713,90572404.12,485134231.44
"2023-03-14T14:00:00.000Z","2023-03-14T14:59:59.999Z",1.4834665440686041,1.5049881213009035,1.473474172217856,1.504822134640753,88015390.01,492161959.8
"2023-03-14T15:00:00.000Z","2023-03-14T15:59:59.999Z",1.503923903939183,1.5232959477716985,1.4961456066927408,1.5110909470152254,89047854.82,494212216.05
"2023-03-14T16:00:00.000Z","2023-03-14T16:59:59.999Z",1.5112126702044306,1.517613876397597,1.4967379434497199,1.5073617190061,88632046.66,492992547.54
"2023-03-14T17:00:00.000Z","2023-03-14T17:59:59.999Z",1.5078664249968232,1.5093100946902362,1.4998953111952464,1.5039123903497933,89011699.74,491864421.96
"2023-03-14T18:00:00.000Z","2023-03-14T18:59:59.999Z",1.503933708072241,1.5060090334469436,1.4764656636550686,1.4785099359643572,91306072.16,483556382.46
"2023-03-14T19:00:00.000Z","2023-03-14T19:59:59.999Z",1.4784516253003133,1.4832932537152206,1.4479224075548902,1.4623942697693415,94257008.07,478285648.01
"2023-03-14T20:00:00.000Z","2023-03-14T20:59:59.999Z",1.4641097821930835,1.4724959942079614,1.4524424672722291,1.4590778365747965,95768864.6,477200986.76
"2023-03-14T21:00:00.000Z","2023-03-14T21:59:59.999Z",1.4590923542911058,1.4590923542911058,1.4191752692045205,1.4402366755961316,97420565.57,471038861.35
"2023-03-14T22:00:00.000Z","2023-03-14T22:59:59.999Z",1.4402159516458215,1.4512646618696665,1.434976428644698,1.4512646618696665,95939028.95,474645636.67
"2023-03-14T23:00:00.000Z","2023-03-14T23:59:59.999Z",1.4515071959845651,1.4586647860078155,1.450959598944748,1.4559378653015382,93431925.86,476174038.54
"2023-03-15T00:00:00.000Z","2023-03-15T00:59:59.999Z",1.456686909915951,1.4590940324459556,1.4411129467656054,1.4557444455914197,90772883.55,476110779.35
"2023-03-15T01:00:00.000Z","2023-03-15T01:59:59.999Z",1.4560642427369943,1.4677488493477628,1.4558179003285068,1.4629752798516775,91379988.5,478475671.18
"2023-03-15T02:00:00.000Z","2023-03-15T02:59:59.999Z",1.4634916832988059,1.4679366294138478,1.4624274998753797,1.4644976838649653,90524165.53,478973583.4
"2023-03-15T03:00:00.000Z","2023-03-15T03:59:59.999Z",1.4644769594904339,1.4644769594904339,1.451807748843105,1.4549787055541508,90335219.03,475860339.05
"2023-03-15T04:00:00.000Z","2023-03-15T04:59:59.999Z",1.4553303812347138,1.4592659385815028,1.452360217522328,1.4578780402297176,90051449.15,476808585.49
"2023-03-15T05:00:00.000Z","2023-03-15T05:59:59.999Z",1.4579730989744357,1.4639016781833103,1.454172630201476,1.455604600845324,88139701.33,476065042.21
"2023-03-15T06:00:00.000Z","2023-03-15T06:59:59.999Z",1.455615315795875,1.458648979724037,1.4504727443863619,1.4585763801841964,88545475.84,477036982.16
"2023-03-15T07:00:00.000Z","2023-03-15T07:59:59.999Z",1.4582839856755396,1.4619006591477643,1.452518304793813,1.4618301004335046,88492300.76,478101132.73
"2023-03-15T08:00:00.000Z","2023-03-15T08:59:59.999Z",1.4623969439891127,1.4648844004983488,1.4576306766644822,1.460913284236244,87583656.87,477801281.97
"2023-03-15T09:00:00.000Z","2023-03-15T09:59:59.999Z",1.4609296529513887,1.4609296529513887,1.4461475700114066,1.4477596050241677,86693883.98,473499284.82
"2023-03-15T10:00:00.000Z","2023-03-15T10:59:59.999Z",1.4478225226371761,1.4480232205546828,1.4352358117734336,1.438166397198519,86803198.76,470361763.21
"2023-03-15T11:00:00.000Z","2023-03-15T11:59:59.999Z",1.4379244432990157,1.4379244432990157,1.4138595007769024,1.4354653647309572,85657120.28,469478372.81
"2023-03-15T12:00:00.000Z","2023-03-15T12:59:59.999Z",1.435211031527432,1.454321320153742,1.4238777883047584,1.439504592515691,79330149.57,470799428.77
"2023-03-15T13:00:00.000Z","2023-03-15T13:59:59.999Z",1.439206625590217,1.4547233530358799,1.433033619164953,1.433033619164953,73317959.4,468683054.45
"2023-03-15T14:00:00.000Z","2023-03-15T14:59:59.999Z",1.433278240840437,1.441037834460896,1.4029147008624592,1.4115877048429462,72174618.49,461669027.36
"2023-03-15T15:00:00.000Z","2023-03-15T15:59:59.999Z",1.4120247697579291,1.414972235528907,1.37120314736979,1.371484243582538,66903557.42,448552927.03
"2023-03-15T16:00:00.000Z","2023-03-15T16:59:59.999Z",1.371856431994423,1.371856431994423,1.3344628812910726,1.3344628812910726,67002050.96,436444847.41
"2023-03-15T17:00:00.000Z","2023-03-15T17:59:59.999Z",1.33438814176767,1.3418508340436301,1.3297404761594058,1.3400486344370743,67014019.83,438271704.66
"2023-03-15T18:00:00.000Z","2023-03-15T18:59:59.999Z",1.3400317372021153,1.3497911457977958,1.3326255891224497,1.3497911457977958,64456779.47,441458056.97
"2023-03-15T19:00:00.000Z","2023-03-15T19:59:59.999Z",1.3497153458382427,1.3531649806527786,1.3381047894884677,1.3415303345790657,61554579.21,438756304.42
"2023-03-15T20:00:00.000Z","2023-03-15T20:59:59.999Z",1.3416346510469894,1.3548603581341814,1.3412339195515643,1.349426301950972,60360638.27,441338732.39
"2023-03-15T21:00:00.000Z","2023-03-15T21:59:59.999Z",1.3495099679088158,1.3515991104566991,1.3481514786724274,1.351376017103098,57387809.64,441976399.53
"2023-03-15T22:00:00.000Z","2023-03-15T22:59:59.999Z",1.3513637865004169,1.3601259620251474,1.3441244794862104,1.346319620092052,57287126.83,440322671.69
"2023-03-15T23:00:00.000Z","2023-03-15T23:59:59.999Z",1.3460212230575834,1.349213937703138,1.3417578270254074,1.3430609930992594,57075365.83,439256916.34
"2023-03-16T00:00:00.000Z","2023-03-16T00:59:59.999Z",1.3432470591900676,1.352304735115991,1.3384088945588057,1.3390432211762673,57098375.63,437942877.65
"2023-03-16T01:00:00.000Z","2023-03-16T01:59:59.999Z",1.3391285479371833,1.3441457810769508,1.331971708148762,1.3432242495756608,58498425.04,439310310.44
"2023-03-16T02:00:00.000Z","2023-03-16T02:59:59.999Z",1.3432156146306122,1.3522902531932615,1.3417407444383889,1.3522902531932615,59221445.45,442275406.45
"2023-03-16T03:00:00.000Z","2023-03-16T03:59:59.999Z",1.3522285546536128,1.3532852831742674,1.3430611064218525,1.343317037589392,59633747.38,439340657.37
"2023-03-16T04:00:00.000Z","2023-03-16T04:59:59.999Z",1.3433492082213923,1.3454291601556818,1.3343827385750437,1.3345352700950235,59686420.98,436468522.65
"2023-03-16T05:00:00.000Z","2023-03-16T05:59:59.999Z",1.3346117455552604,1.348615169495014,1.3335779974554067,1.3465488066161826,59909170.34,440397628.65
"2023-03-16T06:00:00.000Z","2023-03-16T06:59:59.999Z",1.3464717009607803,1.3519754244627575,1.3464717009607803,1.3510468405274076,59938977.11,441868740.17
"2023-03-16T07:00:00.000Z","2023-03-16T07:59:59.999Z",1.3509389106376082,1.362678472658496,1.3509389106376082,1.3586680786654566,60854185.1,444361316.15
"2023-03-16T08:00:00.000Z","2023-03-16T08:59:59.999Z",1.3586161658318237,1.3609066666115854,1.3560007406103283,1.3573032783476244,60948921.97,443914949.24
"2023-03-16T09:00:00.000Z","2023-03-16T09:59:59.999Z",1.3573028779147331,1.3634469741360173,1.3453748728200794,1.3609791680201269,61418855.84,445117173.1
"2023-03-16T10:00:00.000Z","2023-03-16T10:59:59.999Z",1.3611033638530137,1.3735704059288114,1.356680969645584,1.367447113374182,62155709.53,447232557.09
"2023-03-16T11:00:00.000Z","2023-03-16T11:59:59.999Z",1.3676336678494176,1.3719098478050065,1.3647256531863412,1.3699606780868798,60327369.55,448054634.94
"2023-03-16T12:00:00.000Z","2023-03-16T12:59:59.999Z",1.369816851494091,1.369816851494091,1.3496151704209303,1.3496184017884403,58245868.18,441401559.9
"2023-03-16T13:00:00.000Z","2023-03-16T13:59:59.999Z",1.350054538204138,1.3581170133568858,1.3373536252440248,1.358112513604934,56568776.06,444179614.95
"2023-03-16T14:00:00.000Z","2023-03-16T14:59:59.999Z",1.3582659587763575,1.3671177118542022,1.3475584177911877,1.3636076000054138,54648915.41,445976819.03
"2023-03-16T15:00:00.000Z","2023-03-16T15:59:59.999Z",1.36367234417843,1.3645560791702878,1.3556696022924146,1.3645560791702878,51320710.43,446287025.37
"2023-03-16T16:00:00.000Z","2023-03-16T16:59:59.999Z",1.3640783870804227,1.3649666254687014,1.3576614899421433,1.3599818321224784,47912511.09,444790987.84
"2023-03-16T17:00:00.000Z","2023-03-16T17:59:59.999Z",1.3599708800331645,1.3603620893366863,1.3517886151221021,1.3546659953969398,45929130.74,443052408.54
