"date","open","high","low","close","volume","market_cap","dominance","alt_dominance","btc_dominance","active_cryptocurrencies","active_exchanges"
"2022-04-01T00:00:00.000Z",0.07208325734162345,0.07454008416416512,0.07255684659573405,0.07453391525329559,453376.0500184421,8959362.643152183,19.381169340962604,32.90716004091669,41.10348837,9877,495
"2022-04-02T00:00:00.000Z",0.07453902596391275,0.07507584880950437,0.07456998833262729,0.07510656848162303,513889.1700929144,9029199.711751275,19.447796929894633,32.918568372590414,40.92149844,9865,495
"2022-04-03T00:00:00.000Z",0.07510114633804342,0.0755599436295305,0.07496733416287366,0.07583558426651123,330088.93857684906,9117859.15189593,19.54895993459507,32.986734243486005,40.73690414,9867,495
"2022-04-04T00:00:00.000Z",0.07582549958079211,0.07557170246944714,0.07555337511152847,0.07552636524902409,390581.83538611775,9081697.121845502,19.602124019184693,33.233518666863645,41.01700691,9858,495
"2022-04-05T00:00:00.000Z",0.07552633621610524,0.07533369016298093,0.0748649575529759,0.07489228647949224,366175.81909086724,9006464.201068426,19.43621994388203,32.945781846352446,41.00543725,9858,495
"2022-04-06T00:00:00.000Z",0.07488964332762746,0.07488964332762746,0.0733960752210869,0.0734073475694456,593253.8538985992,8828875.410591934,19.261200526162735,32.90337125423426,41.46131599,9874,501
"2022-04-07T00:00:00.000Z",0.07341904370308469,0.0744054413016734,0.07355682662028525,0.07432157772547299,384919.8846973465,8939836.560781488,19.312854728259396,32.766183739762326,41.0585777,9872,499
"2022-04-08T00:00:00.000Z",0.07432152474613751,0.07524172592845692,0.07536241448209707,0.07548475793186601,415181.3841417453,9080763.374674736,19.631974940259557,33.32412839087049,41.08780668,9888,503
"2022-04-09T00:00:00.000Z",0.07548243982143196,0.0762459161770485,0.07555152601786924,0.07624481916747013,231594.61495660522,9173221.76571705,19.755116260311183,33.44531044580506,40.93307553,9896,504
"2022-04-10T00:00:00.000Z",0.07623021601040063,0.07645483726189059,0.07609675706692841,0.07609675706692841,247041.70004806062,9156435.750331918,19.74155449078832,33.448423430188186,40.9791181,9918,505
"2022-04-11T00:00:00.000Z",0.07604250410508803,0.07577834602843349,0.07520431861814117,0.07542785681783411,553915.7807619066,9076967.73529184,19.63291550342529,33.34484584184372,41.12158864,9926,505
"2022-04-12T00:00:00.000Z",0.07543717770287028,0.07576732803202121,0.07504547505892722,0.07551929386875177,504289.2712346792,9088991.147306165,19.55747509430382,33.09415253515135,40.90353251,9931,507
"2022-04-13T00:00:00.000Z",0.07550686987576422,0.07582663423555047,0.07564864986366931,0.07574913393512091,390812.5061483273,9117671.32427849,19.649469505262815,33.285639115127005,40.96712568,9921,508
"2022-04-14T00:00:00.000Z",0.07573644076684509,0.07577364330515782,0.07528351844561251,0.07561964228170738,396174.1607414669,9103103.219070869,19.539390485504775,33.011245115550956,40.80989549,9955,508
"2022-04-15T00:00:00.000Z",0.07562527688893676,0.0756576401271708,0.07496813828265322,0.07498537286477237,277575.5910209299,9027758.649023317,19.43157952302221,32.891957706057276,40.92300709,9971,508
"2022-04-16T00:00:00.000Z",0.07499046822521026,0.07569613748689308,0.07505629974533035,0.07575385340080942,216866.35549645056,9121291.73121299,19.560328215784324,33.02476152814244,40.77072078,9969,507
"2022-04-17T00:00:00.000Z",0.07574325453750679,0.07601516829529427,0.07544110495644943,0.07536839973264049,263441.4316187369,9075895.372641081,19.524475895490973,33.04039359618823,40.90725391,9966,509
"2022-04-18T00:00:00.000Z",0.07537042724533104,0.07482957018708326,0.07448508440764996,0.07489322148160416,456309.29978239455,9019682.765242001,19.459910327067085,32.997884592091566,41.02679439,9979,509
"2022-04-19T00:00:00.000Z",0.0748923285383545,0.07500412845370123,0.07468213360111228,0.07479279058736023,341086.6738433282,9008596.82834988,19.413563597580303,32.89299410022592,40.9796398,9987,509
"2022-04-20T00:00:00.000Z",0.07478865725740393,0.07497472261174651,0.07426460499115616,0.07438772417112893,375772.711063677,8960808.98061349,19.369176220946283,32.88778971274392,41.10526615,10018,509
"2022-04-21T00:00:00.000Z",0.07438974321048342,0.07401039995488544,0.07380324045983777,0.07371514922698419,512828.5927986595,8880763.633310916,19.24709653677677,32.742760761903384,41.21724592,10032,510
"2022-04-22T00:00:00.000Z",0.07370177642584594,0.0742302473221047,0.0747960994577597,0.07460522772651816,422311.5349473629,8988994.615231028,19.29904412585287,32.617713922072966,40.83262803,10046,511
"2022-04-23T00:00:00.000Z",0.07460438973102956,0.07450558559225226,0.07429444167427804,0.07440763236984227,230886.5765032423,8966102.721600063,19.27401638956418,32.60290515121633,40.8825186,10025,511
"2022-04-24T00:00:00.000Z",0.07438821252138879,0.0745434709630743,0.07408533147283522,0.07405079695843443,245680.34301507552,8924176.831167696,19.265155838959938,32.688277181533046,41.06402203,10024,511
"2022-04-25T00:00:00.000Z",0.07405732213575408,0.07493413421813448,0.07315143013114246,0.07438258352040937,551992.6854369254,8965152.172132177,19.430378044120644,33.05737713219589,41.22226344,10043,510
"2022-04-26T00:00:00.000Z",0.07437153009500187,0.07446194138293889,0.07333798320343696,0.0736748499793622,499824.59862337244,8880831.715379272,19.252783073437293,32.76614473909868,41.24184207,10048,511
"2022-04-27T00:00:00.000Z",0.07368397326911537,0.07395795942783402,0.07374925831461647,0.07361995688410304,443903.8136405282,8875201.567502655,19.343947905274824,33.04646040240144,41.46438781,10075,513
