"date","open","high","low","close","volume","market_cap","dominance","alt_dominance","btc_dominance","active_cryptocurrencies","active_exchanges"
"2022-04-01T00:00:00.000Z",0.0005677353816626787,0.0005716876264642238,0.0005586677364823017,0.0005573667523936383,144.8577453879336,0,0,0,41.10348837,9877,495
"2022-04-02T00:00:00.000Z",0.0005573667421860516,0.0006096805987533019,0.0005573667421860516,0.0005970447163545892,182.10372144359187,0,0,0,40.92149844,9865,495
"2022-04-03T00:00:00.000Z",0.0005970447162511233,0.00059930713299295,0.0005819754792245905,0.0005790390670069143,152.15693615923644,0,0,0,40.73690414,9867,495
"2022-04-04T00:00:00.000Z",0.0005790390622913504,0.0005828074142079583,0.0005410727966278188,0.000538164003654278,200.4781469002212,0,0,0,41.01700691,9858,495
"2022-04-05T00:00:00.000Z",0.000538164005713966,0.0005394186038447955,0.0005157217544639309,0.0005207444823573305,135.55204372803956,0,0,0,41.00543725,9858,495
"2022-04-06T00:00:00.000Z",0.000520744507954889,0.0005264364335589982,0.0005027997536513375,0.000507585131513909,78.43913640698945,0,0,0,41.46131599,9874,501
"2022-04-07T00:00:00.000Z",0.0005075852045855681,0.0005273432471007696,0.0005064517766424401,0.0005272997835684352,76.94167077531883,0,0,0,41.0585777,9872,499
"2022-04-08T00:00:00.000Z",0.0005273033414011732,0.0005819583145813694,0.0005255263184496684,0.0005533061283161276,366.05405772121236,0,0,0,41.08780668,9888,503
"2022-04-09T00:00:00.000Z",0.0005533061290393432,0.0005613164384260129,0.0005032408610613319,0.0005026967570689115,226.7943008931091,0,0,0,40.93307553,9896,504
"2022-04-10T00:00:00.000Z",0.0005026963890245002,0.0005034132734871213,0.0004695818919131299,0.0004695818919131299,175.80895132488823,0,0,0,40.9791181,9918,505
"2022-04-11T00:00:00.000Z",0.00046948800726351374,0.0004702681080058482,0.00044658957652580355,0.000451198387283854,143.05825935048003,0,0,0,41.12158864,9926,505
"2022-04-12T00:00:00.000Z",0.00045129967181593047,0.00045183626084209136,0.0004268223307600045,0.0004358778795099545,190.95707079012558,0,0,0,40.90353251,9931,507
"2022-04-13T00:00:00.000Z",0.00043586006590749506,0.0004574356965758434,0.0004383258043914,0.0004463388997787631,149.56512574477432,0,0,0,40.96712568,9921,508
"2022-04-14T00:00:00.000Z",0.00044633890035424614,0.00045036089595541047,0.00044004903246815623,0.000442817241489384,88.46462360984523,0,0,0,40.80989549,9955,508
