timestamp,ranks,tokens(ATOM),commissions(%)
2023-04-14 00:00:00,61,636946.87329,7.000000000000001
2023-04-13 12:00:00,62,634484.975648,7.000000000000001
2023-04-13 00:00:00,62,632456.410192,7.000000000000001
2023-04-12 12:00:00,62,630637.467962,7.000000000000001
2023-04-12 00:00:00,62,630532.31468,7.000000000000001
2023-04-11 12:00:00,62,629902.191597,7.000000000000001
2023-04-11 08:00:00,62,629811.117991,7.000000000000001
2023-04-11 07:00:00,62,629811.117991,7.000000000000001
2023-04-11 06:00:00,62,629718.39488,7.000000000000001
2023-04-11 05:00:00,62,629718.243925,7.000000000000001
2023-04-11 04:00:00,62,629618.243925,7.000000000000001
2023-04-11 03:00:00,62,629618.243925,7.000000000000001
2023-04-11 02:00:00,62,629618.243925,7.000000000000001
2023-04-11 01:00:00,62,629510.768833,7.000000000000001
2023-04-11 00:00:00,62,629508.83551,7.000000000000001
2023-04-10 23:00:00,62,629508.83551,7.000000000000001
2023-04-10 22:00:00,62,629508.83551,7.000000000000001
2023-04-10 21:00:00,62,629508.823858,7.000000000000001
2023-04-10 20:00:00,62,629508.546418,7.000000000000001
2023-04-10 19:00:00,62,629508.293189,7.000000000000001
2023-04-10 18:00:00,62,630589.446572,7.000000000000001
2023-04-10 17:00:00,62,630588.628677,7.000000000000001
2023-04-10 16:00:00,62,630588.628622,7.000000000000001
2023-04-10 15:00:00,62,630569.570352,7.000000000000001
2023-04-10 14:00:00,62,630569.570352,7.000000000000001
2023-04-10 13:00:00,62,631498.658737,7.000000000000001
2023-04-10 12:00:00,62,631489.207918,7.000000000000001
2023-04-10 11:00:00,62,631486.542689,7.000000000000001
2023-04-10 10:00:00,62,631484.179591,7.000000000000001
2023-04-10 09:00:00,62,631484.165197,7.000000000000001
2023-04-10 08:00:00,62,631484.162423,7.000000000000001
2023-04-10 07:00:00,62,631464.120984,7.000000000000001
2023-04-10 06:00:00,62,631464.120984,7.000000000000001
2023-04-10 05:00:00,62,631464.120984,7.000000000000001
2023-04-10 04:00:00,62,631464.120984,7.000000000000001
2023-04-10 03:00:00,62,631464.115269,7.000000000000001
2023-04-10 02:00:00,62,631464.115269,7.000000000000001
2023-04-10 01:00:00,62,631452.817419,7.000000000000001
2023-04-10 00:00:00,62,631304.963359,7.000000000000001
2023-04-09 23:00:00,62,631304.963359,7.000000000000001
2023-04-09 22:00:00,62,631304.949488,7.000000000000001
2023-04-09 21:00:00,62,631304.149324,7.000000000000001
2023-04-09 20:00:00,62,631304.014429,7.000000000000001
2023-04-09 19:00:00,62,631272.640733,7.000000000000001
2023-04-09 18:00:00,62,631272.624088,7.000000000000001
2023-04-09 17:00:00,62,631272.138982,7.000000000000001
2023-04-09 16:00:00,62,631272.138982,7.000000000000001
2023-04-09 15:00:00,62,631272.138872,7.000000000000001
2023-04-09 14:00:00,62,631272.138867,7.000000000000001
2023-04-09 13:00:00,62,631272.138867,7.000000000000001
2023-04-09 12:00:00,62,631228.168534,7.000000000000001
2023-04-09 11:00:00,62,631225.720454,7.000000000000001
2023-04-09 10:00:00,62,631225.695073,7.000000000000001
2023-04-09 09:00:00,62,631225.692873,7.000000000000001
2023-04-09 08:00:00,62,631225.692873,7.000000000000001
2023-04-09 07:00:00,62,631223.689063,7.000000000000001
2023-04-09 06:00:00,62,631086.514729,7.000000000000001
2023-04-09 05:00:00,62,631086.50231,7.000000000000001
2023-04-09 04:00:00,62,631086.222777,7.000000000000001
2023-04-09 03:00:00,62,631086.222777,7.000000000000001
2023-04-09 02:00:00,62,631086.211621,7.000000000000001
2023-04-09 01:00:00,62,631086.211621,7.000000000000001
2023-04-09 00:00:00,62,630543.218317,7.000000000000001
2023-04-08 23:00:00,62,630543.215528,7.000000000000001
2023-04-08 22:00:00,62,630543.184624,7.000000000000001
2023-04-08 21:00:00,62,630543.17512,7.000000000000001
2023-04-08 20:00:00,62,630543.17512,7.000000000000001
2023-04-08 19:00:00,62,630516.303259,7.000000000000001
2023-04-08 18:00:00,62,630516.302913,7.000000000000001
2023-04-08 17:00:00,62,630513.581367,7.000000000000001
2023-04-08 16:00:00,62,630513.322312,7.000000000000001
2023-04-08 15:00:00,62,630512.937425,7.000000000000001
2023-04-08 14:00:00,62,630519.295545,7.000000000000001
2023-04-08 13:00:00,62,630518.458922,7.000000000000001
2023-04-08 12:00:00,62,630454.403232,7.000000000000001
2023-04-08 11:00:00,62,630452.740275,7.000000000000001
2023-04-08 10:00:00,62,630452.736133,7.000000000000001
2023-04-08 09:00:00,62,630452.135399,7.000000000000001
2023-04-08 08:00:00,62,630451.985229,7.000000000000001
2023-04-08 07:00:00,62,630427.45581,7.000000000000001
2023-04-08 06:00:00,62,630427.433492,7.000000000000001
2023-04-08 05:00:00,62,630427.118185,7.000000000000001
2023-04-08 04:00:00,62,630427.118185,7.000000000000001
2023-04-08 03:00:00,62,630427.118185,7.000000000000001
2023-04-08 02:00:00,62,630427.118185,7.000000000000001
2023-04-08 01:00:00,62,630427.118185,7.000000000000001
2023-04-08 00:00:00,62,628543.993304,7.000000000000001
2023-04-07 23:00:00,62,628543.993304,7.000000000000001
2023-04-07 22:00:00,62,628543.821984,7.000000000000001
2023-04-07 21:00:00,62,628543.821984,7.000000000000001
2023-04-07 20:00:00,63,628629.747329,7.000000000000001
2023-04-07 19:00:00,63,628629.747329,7.000000000000001
2023-04-07 18:00:00,63,630140.423755,7.000000000000001
2023-04-07 17:00:00,63,630140.423755,7.000000000000001
2023-04-07 16:00:00,62,630130.088568,7.000000000000001
